timestamp,safety_switch_available,safety_off,override_available,override_enabled
18650968,1,0,0,0
18674928,1,0,0,0
18698958,1,0,0,0
18718968,1,0,0,0
18738968,1,0,0,0
18758974,1,0,0,0
18782930,1,0,0,0
18802928,1,0,0,0
18826930,1,0,0,0
18850970,1,0,0,0
18870946,1,0,0,0
18894978,1,0,0,0
18914966,1,0,0,0
18935005,1,0,0,0
18954952,1,0,0,0
18978970,1,0,0,0
19002938,1,0,0,0
19026986,1,0,0,0
19050919,1,0,0,0
19070932,1,0,0,0
19090935,1,0,0,0
19110945,1,0,0,0
19130927,1,0,0,0
19150948,1,0,0,0
19174934,1,0,0,0
19194933,1,0,0,0
19218933,1,0,0,0
19238938,1,0,0,0
19262972,1,0,0,0
19286950,1,0,0,0
19306934,1,0,0,0
19327728,1,0,0,0
19351804,1,0,0,0
19375712,1,0,0,0
19395718,1,0,0,0
19419807,1,0,0,0
19439813,1,0,0,0
19463754,1,0,0,0
19487723,1,0,0,0
19507755,1,0,0,0
19527785,1,0,0,0
19551705,1,0,0,0
19571755,1,0,0,0
19595704,1,0,0,0
19619775,1,0,0,0
19643719,1,0,0,0
19663692,1,0,0,0
19687748,1,0,0,0
19707758,1,0,0,0
19731680,1,0,0,0
19755738,1,0,0,0
19779748,1,0,0,0
19803713,1,0,0,0
19827707,1,0,0,0
19849419,1,0,0,0
19869409,1,0,0,0
19889410,1,0,0,0
19910223,1,0,0,0
19934124,1,0,0,0
19958161,1,0,0,0
19978178,1,0,0,0
20002105,1,0,0,0
20026109,1,0,0,0
20046114,1,0,0,0
20066105,1,0,0,0
20086103,1,0,0,0
20110137,1,0,0,0
20134148,1,0,0,0
20154905,1,0,0,0
20174935,1,0,0,0
20194950,1,0,0,0
20215728,1,0,0,0
20236540,1,0,0,0
20256518,1,0,0,0
20280576,1,0,0,0
20304508,1,0,0,0
20328522,1,0,0,0
20352518,1,0,0,0
20372510,1,0,0,0
20396578,1,0,0,0
20416552,1,0,0,0
20436568,1,0,0,0
20456544,1,0,0,0
20476572,1,0,0,0
20500557,1,0,0,0
20520548,1,0,0,0
20540550,1,0,0,0
20564584,1,0,0,0
20584561,1,0,0,0
20604586,1,0,0,0
20628602,1,0,0,0
20648586,1,0,0,0
20672552,1,0,0,0
20696580,1,0,0,0
20720539,1,0,0,0
20744575,1,0,0,0
20764587,1,0,0,0
20784559,1,0,0,0
20808533,1,0,0,0
20832582,1,0,0,0
20852558,1,0,0,0
20876535,1,0,0,0
20900582,1,0,0,0
20920565,1,0,0,0
20944572,1,0,0,0
20964586,1,0,0,0
20984571,1,0,0,0
21008541,1,0,0,0
21032586,1,0,0,0
21056534,1,0,0,0
21076536,1,0,0,0
21096546,1,0,0,0
21120592,1,0,0,0
21140593,1,0,0,0
21164515,1,0,0,0
21188565,1,0,0,0
21208568,1,0,0,0
21232540,1,0,0,0
21256545,1,0,0,0
21276575,1,0,0,0
21296567,1,0,0,0
21317403,1,0,0,0
21337342,1,0,0,0
21361401,1,0,0,0
21385324,1,0,0,0
21405342,1,0,0,0
21429391,1,0,0,0
21453313,1,0,0,0
21473344,1,0,0,0
21493348,1,0,0,0
21513361,1,0,0,0
21533327,1,0,0,0
21553345,1,0,0,0
21574935,1,0,0,0
21594934,1,0,0,0
21614934,1,0,0,0
21638969,1,0,0,0
21658955,1,0,0,0
21678956,1,0,0,0
21698955,1,0,0,0
21722929,1,0,0,0
21746968,1,0,0,0
21770977,1,0,0,0
21790967,1,0,0,0
21810975,1,0,0,0
21834977,1,0,0,0
21854994,1,0,0,0
21878949,1,0,0,0
21898928,1,0,0,0
21922949,1,0,0,0
21946929,1,0,0,0
21966929,1,0,0,0
21990968,1,0,0,0
22010983,1,0,0,0
22034927,1,0,0,0
22058931,1,0,0,0
22082967,1,0,0,0
22102948,1,0,0,0
22126943,1,0,0,0
22146916,1,0,0,0
22170989,1,0,0,0
22190982,1,0,0,0
22214905,1,0,0,0
22234903,1,0,0,0
22255728,1,0,0,0
22275734,1,0,0,0
22299782,1,0,0,0
22323740,1,0,0,0
22347728,1,0,0,0
22367728,1,0,0,0
22387760,1,0,0,0
22411728,1,0,0,0
22431743,1,0,0,0
22455738,1,0,0,0
22475743,1,0,0,0
22499859,1,0,0,0
22519834,1,0,0,0
22539813,1,0,0,0
22559808,1,0,0,0
22583772,1,0,0,0
22603744,1,0,0,0
22623735,1,0,0,0
22643707,1,0,0,0
22663728,1,0,0,0
22687735,1,0,0,0
22707704,1,0,0,0
22731718,1,0,0,0
22755807,1,0,0,0
22779739,1,0,0,0
22799726,1,0,0,0
22823743,1,0,0,0
22847710,1,0,0,0
22867750,1,0,0,0
22887775,1,0,0,0
22911721,1,0,0,0
22935704,1,0,0,0
22955706,1,0,0,0
22979761,1,0,0,0
22999768,1,0,0,0
23019792,1,0,0,0
23039803,1,0,0,0
23063714,1,0,0,0
23087752,1,0,0,0
23107758,1,0,0,0
23131742,1,0,0,0
23151744,1,0,0,0
23175761,1,0,0,0
23199802,1,0,0,0
23223712,1,0,0,0
23243711,1,0,0,0
23267771,1,0,0,0
23287776,1,0,0,0
23307772,1,0,0,0
23329357,1,0,0,0
23353377,1,0,0,0
23373349,1,0,0,0
23397392,1,0,0,0
23417445,1,0,0,0
23441343,1,0,0,0
23465342,1,0,0,0
23485375,1,0,0,0
23509367,1,0,0,0
23529363,1,0,0,0
23549380,1,0,0,0
23573335,1,0,0,0
23597360,1,0,0,0
23621327,1,0,0,0
23641329,1,0,0,0
23665357,1,0,0,0
23685355,1,0,0,0
23705366,1,0,0,0
23726154,1,0,0,0
23746156,1,0,0,0
23770202,1,0,0,0
23794132,1,0,0,0
23814126,1,0,0,0
23838170,1,0,0,0
23858180,1,0,0,0
23882137,1,0,0,0
23902158,1,0,0,0
23926139,1,0,0,0
23946150,1,0,0,0
23970137,1,0,0,0
23990137,1,0,0,0
24010154,1,0,0,0
24030113,1,0,0,0
24054104,1,0,0,0
24078122,1,0,0,0
24098107,1,0,0,0
24118115,1,0,0,0
24138156,1,0,0,0
24158173,1,0,0,0
24182170,1,0,0,0
24206107,1,0,0,0
24230155,1,0,0,0
24254157,1,0,0,0
24274143,1,0,0,0
24298157,1,0,0,0
24318208,1,0,0,0
24342115,1,0,0,0
24362131,1,0,0,0
24382126,1,0,0,0
24406156,1,0,0,0
24430235,1,0,0,0
24450171,1,0,0,0
24470227,1,0,0,0
24494120,1,0,0,0
24518135,1,0,0,0
24542108,1,0,0,0
24566194,1,0,0,0
24590092,1,0,0,0
24614152,1,0,0,0
24638170,1,0,0,0
24662114,1,0,0,0
24683781,1,0,0,0
24703745,1,0,0,0
24723750,1,0,0,0
24743783,1,0,0,0
24767806,1,0,0,0
24787772,1,0,0,0
24811772,1,0,0,0
24831776,1,0,0,0
24851771,1,0,0,0
24871740,1,0,0,0
24895796,1,0,0,0
24919775,1,0,0,0
24939817,1,0,0,0
24963781,1,0,0,0
24983773,1,0,0,0
25007738,1,0,0,0
25027747,1,0,0,0
25051774,1,0,0,0
25075709,1,0,0,0
25099765,1,0,0,0
25119748,1,0,0,0
25139768,1,0,0,0
25163758,1,0,0,0
25187776,1,0,0,0
25207777,1,0,0,0
25227762,1,0,0,0
25247741,1,0,0,0
25271805,1,0,0,0
25295773,1,0,0,0
25315778,1,0,0,0
25335773,1,0,0,0
25355776,1,0,0,0
25375780,1,0,0,0
25395745,1,0,0,0
25419848,1,0,0,0
25443746,1,0,0,0
25467782,1,0,0,0
25491742,1,0,0,0
25511738,1,0,0,0
25535765,1,0,0,0
25559780,1,0,0,0
25583761,1,0,0,0
25607775,1,0,0,0
25627753,1,0,0,0
25651781,1,0,0,0
25671780,1,0,0,0
25695728,1,0,0,0
25719787,1,0,0,0
25743771,1,0,0,0
25763776,1,0,0,0
25783777,1,0,0,0
25807762,1,0,0,0
25831750,1,0,0,0
25855704,1,0,0,0
25879760,1,0,0,0
25899747,1,0,0,0
25919770,1,0,0,0
25943743,1,0,0,0
25967769,1,0,0,0
25987777,1,0,0,0
26007732,1,0,0,0
26031704,1,0,0,0
26055707,1,0,0,0
26075705,1,0,0,0
26099818,1,0,0,0
26119811,1,0,0,0
26143716,1,0,0,0
26165341,1,0,0,0
26185327,1,0,0,0
26206153,1,0,0,0
26226149,1,0,0,0
26246132,1,0,0,0
26270185,1,0,0,0
26294131,1,0,0,0
26318145,1,0,0,0
26338137,1,0,0,0
26362134,1,0,0,0
26382143,1,0,0,0
26406147,1,0,0,0
26426150,1,0,0,0
26446929,1,0,0,0
26466928,1,0,0,0
26490971,1,0,0,0
26510979,1,0,0,0
26534940,1,0,0,0
26554932,1,0,0,0
26579013,1,0,0,0
26598979,1,0,0,0
26622977,1,0,0,0
26642979,1,0,0,0
26662974,1,0,0,0
26682975,1,0,0,0
26706948,1,0,0,0
26726986,1,0,0,0
26750881,1,0,0,0
26770880,1,0,0,0
26794937,1,0,0,0
26814951,1,0,0,0
26838944,1,0,0,0
26862930,1,0,0,0
26886912,1,0,0,0
26906911,1,0,0,0
26930917,1,0,0,0
26954955,1,0,0,0
26978950,1,0,0,0
26998952,1,0,0,0
27018920,1,0,0,0
27038922,1,0,0,0
27058912,1,0,0,0
27082988,1,0,0,0
27106912,1,0,0,0
27130951,1,0,0,0
27154911,1,0,0,0
27178912,1,0,0,0
27198927,1,0,0,0
27218932,1,0,0,0
27238953,1,0,0,0
27262912,1,0,0,0
27282911,1,0,0,0
27302912,1,0,0,0
27322914,1,0,0,0
27342912,1,0,0,0
27364542,1,0,0,0
27388537,1,0,0,0
27412603,1,0,0,0
27436548,1,0,0,0
27456550,1,0,0,0
27480568,1,0,0,0
27500601,1,0,0,0
27520591,1,0,0,0
27540650,1,0,0,0
27564543,1,0,0,0
27584547,1,0,0,0
27608592,1,0,0,0
27628586,1,0,0,0
27652542,1,0,0,0
27672547,1,0,0,0
27692543,1,0,0,0
27712546,1,0,0,0
27732549,1,0,0,0
27756587,1,0,0,0
27776586,1,0,0,0
27800544,1,0,0,0
27820556,1,0,0,0
27844574,1,0,0,0
27868579,1,0,0,0
27892553,1,0,0,0
27916606,1,0,0,0
27936583,1,0,0,0
27957374,1,0,0,0
27977464,1,0,0,0
28001342,1,0,0,0
28025344,1,0,0,0
28045334,1,0,0,0
28065332,1,0,0,0
28085331,1,0,0,0
28105379,1,0,0,0
28125382,1,0,0,0
28149327,1,0,0,0
28173358,1,0,0,0
28197304,1,0,0,0
28217311,1,0,0,0
28237312,1,0,0,0
28261333,1,0,0,0
28281335,1,0,0,0
28305304,1,0,0,0
28325304,1,0,0,0
28345308,1,0,0,0
28369352,1,0,0,0
28393343,1,0,0,0
28414967,1,0,0,0
28434929,1,0,0,0
28458933,1,0,0,0
28478927,1,0,0,0
28502954,1,0,0,0
28526927,1,0,0,0
